PROVINCIA,MUNICIPIO,FABRICANTE,MARCA,MODELO,TIPO,VARIANTE,VERSION,PROVINCIA_MATR,FECHA_MATR,FEC_PRIM_MATR,CLASE_MATR,PROCEDENCIA,NUEVO_USADO,TIPO_TITULAR,NUM_TITULARES,SUBTIPO_DGT,TIPO_DGT,CAT_EURO,CLAS_CONSTRUCCION,CLAS_UTILIZACION,SERVICIO,RENTING,TARA,PESO_MAX,MOM,MMTA,CILINDRADA,POTENCIA,KW,PROPULSION,CATELECT,CONSUMO,AUTONOMIA,ALIMENTACION,TIPO_DISTINTIVO,EMISIONES_EURO,EMISIONES_CO2,CARROCERIA,DISTANCIA_EJES,EJE_ANTERIOR,EJE_POSTERIOR,PLAZAS,PLAZAS_MAX,PLAZAS_PIE,EMISIONES_CO2_COMPLETA,EMISIONES_CO2_CON_MISSING_PCT,EMISIONES_CO2_IMPUTADA
03,,,HONDA,¡,,¡,¡,,01/02/1990,01/02/1990,0,0,N,PERSONA FISICA,1,50,MOTOCICLETAS,,,,B00,,103,272,,,74,"1,46",,0,,,,,SIN DISTINTIVO,,,,,,,2,2,,,,91.264
03,03047,,SEAT,¡,5P,¡,¡,01,14/03/2007,14/03/2007,0,0,N,PERSONA FISICA,1,40,TURISMOS,M1,10,02,B00,,1444,2064,1519,2064,1896,"12,89","77,00",1,,0,,,DISTINTIVO B,EURO 4,,,0,0,0,5,5,0,,,19.383
03,,,VOLVO,C30,M,¡,¡,31,22/02/2007,22/02/2007,0,3,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1204,1700,1279,1700,1596,"11,63","74,00",0,,0,,,DISTINTIVO C,EURO 4,,,0,0,0,4,4,0,,,21.757
03,03066,,MERCEDES-BENZ,A 150,169,X33FK2,¡,05,29/09/2006,29/09/2006,0,3,N,PERSONA JURIDICA,1,40,TURISMOS,,10,00,B00,N,1195,1740,1270,1740,1498,"11,20","70,00",0,,0,,,DISTINTIVO C,EURO 4,,,0,0,0,5,5,0,,,25.647
03,03066,,PEUGEOT,¡,,¡,¡,,29/08/1997,29/08/1997,0,3,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,,835,1315,0,0,1124,"9,42","0,00",0,,0,,,SIN DISTINTIVO,EURO 2,,,0,0,0,5,5,0,,,32.555
03,03089,ND,¡,¡,¡,¡,¡,31,21/12/2017,21/12/2017,0,1,N,PERSONA FISICA,1,50,MOTOCICLETAS,L3E,04,00,B00,N,90,250,100,250,125,"1,45","5,00",0,,0,000000,M,DISTINTIVO C,EURO 4,"0,000",,1335,0,0,2,2,0,0.0,0.0,0.0
03,03066,HYUNDAI MOTOR MANUFACTURING CZECH,HYUNDAI,I 30,GDH,¡,¡,01,07/06/2016,07/06/2016,0,3,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1420,1920,1364,1920,1582,"11,57","81,00",1,,0,000000,M,DISTINTIVO C,EURO 6,"99,000",AB,2650,1555,1563,5,5,0,99.0,99.0,99.0
03,03005,,MAN,¡,,¡,¡,01,18/07/2003,18/07/2003,0,3,N,PERSONA JURIDICA,1,09,CAMIONES,N3,22,18,A00,,13315,26000,0,0,11967,"45,82","0,00",1,,0,,,SIN DISTINTIVO,EURO III,,,0,0,0,2,2,0,,,-3.476
03,03066,,BETA,¡,¡,¡,¡,01,14/09/2004,14/09/2004,6,3,N,PERSONA FISICA,1,90,CICLOMOTORES,L1E,03,00,B00,,96,280,96,283,49,"2,10","0,00",0,,0,,,DISTINTIVO B,EURO II,,,0,0,0,2,2,0,,,-0.463
03,03089,,RENAULT,CLIO,,,,01,05/02/2004,05/02/2004,0,0,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,,900,1440,0,0,1149,"9,54","0,00",0,,0,,,DISTINTIVO B,EURO 3,,,0,0,0,5,5,0,,,15.87
03,03066,,RENAULT,¡,K,¡,¡,28,28/08/2007,28/08/2007,0,3,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1950,2655,2025,2655,1995,"13,29","127,00",1,,0,,,DISTINTIVO B,EURO 4,,,0,0,0,7,7,0,,,21.306
03,03047,,FORD,¡,,¡,¡,,24/07/2000,24/07/2000,0,3,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,,1380,2005,0,0,1753,"12,30","0,00",1,,0,,,SIN DISTINTIVO,EURO 2,,,0,0,0,5,5,0,,,39.309
03,03047,,PIAGGIO,VESPA LX 125,M44,¡,¡,28,02/04/2008,02/04/2008,0,3,N,PERSONA FISICA,1,50,MOTOCICLETAS,L3e,04,00,B00,N,120,300,120,0,124,"1,44","7,65",0,,0,,,DISTINTIVO C,EURO III,,,0,0,0,2,2,0,,,1.145
03,03047,,CHEVROLET,¡,¡,¡,¡,01,31/07/2008,31/07/2008,0,1,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,,795,1270,870,1270,796,"6,83","38,00",0,,0,,,DISTINTIVO C,EURO 4,,,0,0,0,5,5,0,,,18.214
03,03066,,DERBI,¡,,¡,¡,01,06/02/2004,06/02/2004,0,0,N,PERSONA FISICA,1,50,MOTOCICLETAS,L3e,04,00,B00,,123,295,0,0,124,"1,44","0,00",0,,0,,,SIN DISTINTIVO,EURO I,,,0,0,0,2,2,0,,,3.879
03,03047,,VOLKSWAGEN,¡,,¡,¡,,10/09/1997,10/09/1997,0,3,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,,900,0,0,0,1570,"11,52","0,00",1,,0,,,SIN DISTINTIVO,EURO 2,,,0,0,0,5,5,0,,,28.524
03,03066,,VOLKSWAGEN,GOLF 1.6,1K,ABBSEX0,FM5,48,19/04/2006,19/04/2006,0,3,N,PERSONA JURIDICA,1,40,TURISMOS,M1,10,00,B00,N,1208,1800,1283,1800,1595,"11,63","75,00",0,,0,,,DISTINTIVO C,EURO 4,,,0,0,0,5,5,0,,,22.84
03,03066,,BMW,¡,¡,¡,¡,40,10/07/2007,10/07/2007,0,3,N,PERSONA FISICA,1,50,MOTOCICLETAS,L3e,04,00,B00,,282,520,282,0,1157,"9,59","112,00",0,,0,,,DISTINTIVO C,EURO III,,,0,0,0,2,2,0,,,37.505
03,03047,,FORD,¡,¡,¡,¡,48,30/06/2010,30/06/2010,0,3,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1509,2060,1584,2060,1997,"13,30","0,00",1,,0,,,DISTINTIVO B,EURO 4,"156,000",,0,0,0,5,5,0,156.0,,132.331
03,03047,,MONTESA,¡,,¡,¡,,21/01/1978,21/01/1978,0,0,N,PERSONA FISICA,1,50,MOTOCICLETAS,,,,B00,,77,240,,,74,"1,40",,0,,,,,SIN DISTINTIVO,,,,,,,2,2,,,,85.409
03,,SUZUKI MOTOR CORPORATION (MOTOS),SUZUKI,AN400,WDU0,1,2,48,21/02/2024,21/02/2024,0,1,N,PERSONA FISICA,1,50,MOTOCICLETAS,*06,04,00,B00,N,215,415,218,410,400,"2,91","21,50",0,,0,000000,,DISTINTIVO C,EURO 5,"94,000",,1580,0,0,2,2,0,94.0,94.0,94.0
03,03047,¡,¡,¡,¡,¡,¡,01,03/05/2021,07/04/2016,0,3,U,PERSONA JURIDICA,1,02,CAMIONES,N1,20,11,B00,N,2088,3500,2163,3500,1968,"13,19","80,00",1,,0,000000,M,DISTINTIVO B,EURO 5M,"208,000",BA,4325,1732,1738,3,3,0,208.0,208.0,208.0
03,,,MERCEDES-BENZ,ML 270 CDI,,,,01,20/12/2002,20/12/2002,0,3,N,PERSONA FISICA,1,40,TURISMOS,M1,10,33,B00,,2140,2810,0,0,2685,"17,38","0,00",1,,0,,,SIN DISTINTIVO,EURO 3,,,0,0,0,5,5,0,,,19.714
03,03089,,CITROEN,¡,,¡,¡,31,02/07/2004,02/07/2004,0,0,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,978,1463,0,0,1124,"9,42","0,00",0,,0,,,DISTINTIVO B,EURO 3,,,0,0,0,5,5,0,,,6.775
03,03089,¡,¡,¡,¡,¡,¡,07,25/08/2015,25/08/2015,0,3,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1472,2050,1552,2050,1956,"13,14","103,00",1,,0,000000,M,DISTINTIVO C,EURO 6W,"130,000",AF,2570,1545,1545,5,5,0,130.0,130.0,130.0
03,03047,MERCEDES,MERCEDES-BENZ,¡,¡,¡,¡,01,14/06/2013,19/04/2002,0,1,U,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1110,1540,1185,1540,1898,"12,90","92,00",0,,0,,M,DISTINTIVO B,EURO III,"190,000",AB,2423,1503,1452,5,5,0,190.0,190.0,190.0
03,03066,,SEAT,ALTEA 1.9,5P,AFBXEX01,SGFM5,01,24/03/2006,24/03/2006,0,0,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,,1405,2005,1480,2005,1896,"12,89","77,00",1,,0,,,DISTINTIVO B,EURO 4,,,0,0,0,5,5,0,,,21.45
03,03047,ND,FIAT,FIAT 500,312,¡,¡,01,17/09/2024,07/09/2016,0,3,U,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,865,1345,940,1345,1242,"10,00","51,00",0,,0,000000,M,DISTINTIVO C,EURO 6W,"115,000",AB,2300,1413,1407,4,4,0,115.0,115.0,115.0
03,03066,¡,¡,¡,¡,¡,¡,28,04/05/2020,04/05/2020,0,3,N,PERSONA JURIDICA,1,53,MOTOCICLETAS,*17,06,00,B00,N,302,440,220,440,346,"2,67","21,20",0,,0,000000,M,DISTINTIVO C,EURO 4,"92,000",,1560,550,0,2,2,0,92.0,92.0,92.0
03,03066,KIA MOTORS SLOVAKIA S.R.O.,KIA,XCEED,CD,BCP11,M6AH11,01,08/01/2020,08/01/2020,0,3,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1257,1820,1332,1820,998,"7,82","88,30",0,,0,000000,M,DISTINTIVO C,EURO 6DG,"124,000",AB,2650,1575,1573,5,5,0,124.0,124.0,124.0
03,03047,,MITSUBISHI,¡,,¡,¡,01,17/03/2003,17/03/2003,0,1,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1610,2180,0,0,2351,"14,67","0,00",0,,0,,,DISTINTIVO B,EURO 3,,,0,0,0,7,7,0,,,4.279
03,03066,AUTOMOBILES CITROEN,CITROEN,¡,N,¡,¡,01,29/12/2015,29/12/2015,0,3,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1255,1790,1330,1790,1199,"8,73","96,00",0,,0,000000,M,DISTINTIVO C,EURO 6,"114,000",AB,2612,1532,1527,5,5,0,114.0,,115.384
03,03066,,FORD,¡,,¡,¡,,16/02/1999,16/02/1999,0,3,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,,1165,1640,0,0,1988,"13,27","0,00",0,,0,,,SIN DISTINTIVO,EURO 2,,,0,0,0,5,5,0,,,43.261
03,03066,,RENAULT,¡,,¡,¡,,13/03/1985,13/03/1985,0,0,N,PERSONA FISICA,1,40,TURISMOS,,10,00,B00,,950,1350,0,0,1595,"11,63","0,00",1,,0,,,SIN DISTINTIVO,,,,0,0,0,5,5,0,,,29.888
03,03047,BAYERISCHE MOTOREN WERKE AG,MINI,¡,¡,¡,¡,47,20/08/2018,20/08/2018,0,3,N,PERSONA JURIDICA,1,40,TURISMOS,M1,10,00,B00,N,1300,1870,1375,1870,1499,"9,98","100,00",0,,0,000000,M,DISTINTIVO C,EURO 6W,"121,000",AC,2670,1573,1575,5,5,0,121.0,,123.599
03,03047,AUTOMOBILES PEUGEOT-TALBOT SA,PEUGEOT,¡,M,¡,¡,02,22/02/2022,22/02/2022,0,3,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1320,1940,1395,1940,1199,"8,73","96,00",0,,0,000000,M,DISTINTIVO C,EURO 6AP,"144,000",AF,2675,1601,1610,5,5,0,144.0,,135.206
03,03089,,¡,¡,¡,¡,¡,01,25/08/2008,25/08/2008,5,1,N,PERSONA JURIDICA,1,73,OTROS vehiculos,,,,B09,,3990,5690,4065,5690,3054,"17,10","43,00",1,,0,,,SIN DISTINTIVO,,,,0,0,0,1,1,0,,,-8.68
03,,KIA MOTORS SLOVAKIA S.R.O.,KIA,SPORTAGE,QLE,F5D61,M651Z1,48,31/05/2021,31/05/2021,0,3,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1534,2120,1609,2120,1598,"11,64","100,00",1,HEV,0,000000,M,ECO,EURO 6DG,"141,000",AF,2670,1613,1625,5,5,0,141.0,141.0,141.0
03,03066,KIA MOTORS SLOVAKIA S.R.O.,KIA,CEED,CD,B5P11,M61A11,01,28/11/2018,28/11/2018,0,3,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1222,1800,1297,1800,998,"7,82","88,30",0,,0,000000,M,DISTINTIVO C,EURO 6AA,"127,000",AB,2650,1573,1581,5,5,0,127.0,127.0,127.0
03,03066,RENAULT S.A.S.,RENAULT,KANGOO,W,KW27,¡,01,22/01/2015,22/01/2015,0,3,N,PERSONA FISICA,1,0G,CAMIONES,M1,31,00,B00,N,1320,1930,1395,1930,1461,"11,02","55,00",1,,0,000000,M,DISTINTIVO B,EURO 5J,"119,000",AF,2697,1521,1533,5,5,0,119.0,119.0,119.0
03,03005,,PEUGEOT,¡,,¡,¡,05,25/10/2004,25/10/2004,0,3,N,PERSONA FISICA,1,0G,CAMIONES,N1,31,00,B00,,2000,3300,0,0,2800,"16,29","0,00",1,,0,,,SIN DISTINTIVO,EURO 3,,,0,0,0,9,9,0,,,16.599
03,03066,,MERCEDES-BENZ,E 320 CDI,,,,01,13/05/2004,02/04/2003,0,3,U,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,,1735,2260,0,0,3222,"20,85","0,00",1,,0,,,SIN DISTINTIVO,EURO 3,,,0,0,0,5,5,0,,,31.181
03,03047,BMW AG,BMW,¡,¡,¡,¡,01,15/11/2024,01/09/1999,0,3,U,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1365,1750,1365,1750,2494,"17,88","120,00",0,,0,000000,M,SIN DISTINTIVO,EURO 2,"249,000",AB,2700,1420,1425,5,5,0,249.0,249.0,249.0
03,03066,,CITROEN,¡,,¡,¡,28,07/08/2001,07/08/2001,0,0,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,,1141,1663,0,0,1587,"11,59","0,00",0,,0,,,DISTINTIVO B,EURO 3,,,0,0,0,5,5,0,,,26.156
03,03047,,SEAT,¡,,¡,¡,,08/10/1999,08/10/1999,0,0,N,PERSONA FISICA,1,0G,CAMIONES,N1,31,00,B00,,1135,1760,0,0,1896,"12,89","0,00",1,,0,,,SIN DISTINTIVO,EURO 2,,,0,0,0,5,5,0,,,40.314
03,03066,AUTOMOBILES CITROEN PARIS - FRANCIA,CITROEN,BERLINGO TALLA M BLUEH,E,C,YHT2-A2C300,01,16/03/2021,16/03/2021,0,3,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1430,2120,1505,2120,1499,"11,19","75,00",1,,0,000000,M,DISTINTIVO C,EURO 6AP,"137,000",AF,2785,1563,1577,5,5,0,137.0,,133.849
03,03066,,SEAT,LEON,1P,AFBLSX01,SGEFM5A40447G,45,10/06/2008,10/06/2008,0,3,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1290,1820,1365,1820,1896,"12,89","77,00",1,,0,,,DISTINTIVO B,EURO 4,,,0,0,0,5,5,0,,,11.021
03,03047,¡,¡,¡,¡,¡,¡,28,17/07/2012,17/07/2012,0,0,N,PERSONA JURIDICA,1,20,FURGONETAS,N1,24,20,B00,N,1335,1936,1410,1936,1461,"11,02","66,00",1,,0,,M,DISTINTIVO B,EURO 5,"129,000",BB,2697,1521,1533,2,2,0,129.0,,130.167
03,,FORD WERKE GMBH,FORD,¡,¡,¡,¡,01,16/02/2015,16/06/2003,0,3,U,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1081,1570,1166,1570,1399,"10,74","50,00",1,,0,000000,M,SIN DISTINTIVO,EURO 3,"120,000",AB,2486,1464,1434,5,5,0,120.0,,130.15
03,03066,"SEAT,S.A.",SEAT,LEON,5F,BCYVBX0V,FM6SFM6AJ0157MMVLO561,01,18/08/2017,18/08/2017,0,3,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1138,1740,1213,1740,1197,"9,78","81,00",0,,0,000000,M,DISTINTIVO C,EURO 6W,"114,000",AC,2618,1549,1520,5,5,0,114.0,114.0,114.0
03,03066,AUDI AG,AUDI,Q2,GA,XDKRFF1,¡,01,13/02/2019,13/02/2019,0,3,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1240,1800,1300,1800,999,"7,82","85,00",0,,0,000000,M,DISTINTIVO C,EURO 6AG,"119,000",AC,2587,1557,1577,5,5,0,119.0,119.0,119.0
03,03047,,PEUGEOT,207,W*****,¡,¡,01,25/11/2010,25/11/2010,0,0,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1202,1718,1277,1718,1560,"11,47","68,00",1,,0,,,DISTINTIVO B,EURO 4,"110,000",,0,0,0,5,5,0,110.0,110.0,110.0
03,03047,,SEAT,¡,,¡,¡,,23/02/1999,23/02/1999,0,0,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,,1050,1510,0,0,1896,"12,89","0,00",1,,0,,,SIN DISTINTIVO,EURO 2,,,0,0,0,5,5,0,,,40.529
03,03047,FCA ITALY S.P.A. C.SO G. AGNELLI 202,FIAT,FIAT DUCATO,250,¡,¡,01,18/11/2019,18/11/2019,0,3,N,PERSONA FISICA,1,20,FURGONETAS,N1,24,00,B00,N,1975,3500,2035,3500,2287,"14,44","103,00",1,,0,000000,M,DISTINTIVO C,EURO 6CI,"200,000",BB,3450,1810,1790,3,3,0,200.0,200.0,200.0
03,03047,,MERCEDES-BENZ,¡,,¡,¡,28,17/11/2000,17/11/2000,0,3,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1095,1480,0,0,1397,"10,74","0,00",0,,0,,,SIN DISTINTIVO,EURO 2,,,0,0,0,5,5,0,,,27.921
03,,DAIMLER AG,MERCEDES BENZ,¡,¡,¡,¡,01,20/02/2025,25/02/2015,0,3,U,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1660,2315,1785,2315,2987,"19,92","190,00",1,,0,000000,M,DISTINTIVO C,EURO 6,"143,000",AE,2760,1538,1541,4,4,0,143.0,143.0,143.0
03,03089,,HONDA,¡,,¡,¡,,09/05/2000,09/05/2000,0,1,N,PERSONA FISICA,1,50,MOTOCICLETAS,L3e,04,00,B00,N,234,423,0,0,782,"7,58","0,00",0,,0,,,SIN DISTINTIVO,EURO I,,,0,0,0,2,2,0,,,13.98
03,03066,,PEUGEOT,¡,,¡,¡,01,29/03/2001,29/03/2001,0,3,N,PERSONA FISICA,1,0G,CAMIONES,N1,31,00,B00,N,1561,2330,0,0,1997,"13,30","0,00",1,,0,,,SIN DISTINTIVO,EURO 3,,,0,0,0,9,9,0,,,34.047
03,,,RENAULT,¡,¡,¡,¡,01,23/02/2007,17/10/2001,0,3,U,PERSONA JURIDICA,1,81,TRACTORES INDUSTRIALES,N3,22,12,A00,N,6589,18000,6664,18000,9834,"40,73","249,00",1,,0,000000,M,SIN DISTINTIVO,EURO III,"0,000",,0,0,0,2,2,0,0.0,0.0,0.0
03,03047,,SKODA,¡,¡,¡,¡,,01/07/1999,01/07/1999,0,1,N,PERSONA FISICA,1,02,CAMIONES,N1,24,00,B00,,995,1600,1145,1690,1896,"12,89","0,00",1,,0,,,SIN DISTINTIVO,EURO 2,,,0,0,0,2,2,0,,,60.02
03,03005,AUTOMOBILES PEUGEOT-TALBOT SA,PEUGEOT,¡,U,¡,¡,28,25/10/2022,25/10/2022,0,0,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1188,1710,1263,1710,1199,"8,73","74,00",0,,0,000000,M,DISTINTIVO C,EURO 6AP,"123,000",AF,2605,1550,1550,5,5,0,123.0,,126.026
03,03047,,MERCEDES-BENZ,¡,¡,¡,¡,33,21/07/2006,21/07/2006,0,3,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1880,2475,1955,2475,3498,"21,90","200,00",0,,0,,,DISTINTIVO C,EURO 4,,,0,0,0,5,5,0,,,20.205
03,03089,,VOLKSWAGEN,¡,,¡,¡,,26/10/1999,26/10/1999,0,3,N,PERSONA FISICA,1,0G,CAMIONES,N1,10,00,B00,,1806,2620,0,0,2461,"16,48","0,00",1,,0,,,SIN DISTINTIVO,EURO 2,,,0,0,0,6,6,0,,,32.163
03,03047,,TOYOTA,TOYOTA COROLLA,,,,01,15/04/2002,26/07/1999,0,3,U,PERSONA FISICA,1,40,TURISMOS,M1,,,B00,,1295,1650,0,0,1975,"13,22","0,00",1,,0,,,SIN DISTINTIVO,EURO 2,,,0,0,0,5,5,0,,,25.534
03,03047,FORD-WERKE GMBH,FORD,PUMA,J2K,B7JB12X,5CFHTNA5QAX,01,28/09/2023,28/09/2023,0,3,N,PERSONA JURIDICA,1,40,TURISMOS,M1,10,00,B00,N,1244,1765,1319,1765,999,"7,82","91,90",0,HEV,0,000000,M,ECO,EURO 6AP,"121,000",AF,2588,1562,1518,5,5,0,121.0,121.0,121.0
03,,¡,¡,¡,¡,¡,¡,01,15/02/2013,15/02/2013,0,0,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1375,1970,1450,1970,1598,"11,64","77,00",1,,0,,M,DISTINTIVO B,EURO 5,"119,000",AF,2578,1539,1523,5,5,0,119.0,119.0,119.0
03,03047,,VESPA,¡,,¡,¡,,23/09/1959,23/09/1959,0,0,N,PERSONA FISICA,1,50,MOTOCICLETAS,,,,B00,N,85,256,,,145,"1,90",,0,,,,,SIN DISTINTIVO,,,,,,,2,2,,,,90.233
03,03066,,HONDA,SFX50,,,,01,22/11/2002,22/11/2002,6,0,N,PERSONA FISICA,1,90,CICLOMOTORES,L1E,03,00,B00,N,77,79,0,0,49,"1,00","0,00",0,,0,,,DISTINTIVO B,EURO II,,,0,0,0,2,2,0,,,0.616
03,03047,,SEAT,¡,,¡,¡,01,10/11/2004,10/11/2004,0,0,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1259,1779,0,0,1896,"12,89","0,00",1,,0,,,SIN DISTINTIVO,EURO 3,,,0,0,0,5,5,0,,,16.484
03,03089,JAGUAR LAND ROVER LIMITED,LAND ROVER,¡,¡,¡,¡,01,05/12/2022,01/09/2014,0,3,U,PERSONA FISICA,1,25,FURGONETAS,M1G,10,33,B00,N,2108,3000,2183,3000,2993,"19,99","215,00",1,,0,000000,M,DISTINTIVO B,EURO 5,"199,000",AC,2923,1690,1685,5,5,0,199.0,199.0,199.0
03,03005,,VESPA,¡,¡,¡,¡,01,11/09/2001,11/09/2001,6,0,N,PERSONA FISICA,1,90,CICLOMOTORES,L1E,,,B00,,95,55,0,81,50,"1,00","1,61",0,,0,,,SIN DISTINTIVO,EURO I,,,0,0,0,1,1,0,,,-2.439
03,03047,,FIAT,PANDA,169,¡,¡,01,22/06/2006,22/06/2006,0,0,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,,860,1305,935,1305,1242,"10,00","44,00",0,,0,,,DISTINTIVO C,EURO 4,,,0,0,0,5,5,0,,,22.468
03,03047,,SKODA,FABIA,5J,¡,¡,01,20/04/2009,20/04/2009,0,3,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,,1130,1645,1205,1645,1422,"9,67","59,00",1,,0,,,DISTINTIVO B,EURO 4,,,0,0,0,5,5,0,,,15.776
03,03047,"CHANGZHOU KWANG YANG MOTOR,CO.",KYMCO,AGILITY CITY 125,C9,00,00,01,17/06/2022,17/06/2022,0,1,N,PERSONA JURIDICA,1,50,MOTOCICLETAS,*05,04,00,B00,N,124,209,131,289,125,"1,45","6,40",0,,0,000000,M,DISTINTIVO C,EURO 5,"58,000",,1340,0,0,2,2,0,58.0,58.0,58.0
03,03066,ADAM OPEL AG,OPEL,ASTRA NOTCHBACK,P-J,¡,¡,01,30/11/2015,30/11/2015,0,3,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1416,2015,1491,2015,1598,"11,64","81,00",1,,0,000000,M,DISTINTIVO C,EURO 6W,"97,000",AA,2685,1541,1551,5,5,0,97.0,,102.234
03,03066,,PEUGEOT,¡,,¡,¡,,21/05/1999,21/05/1999,0,3,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1009,1525,0,0,1868,"12,78","0,00",1,,0,,,SIN DISTINTIVO,EURO 2,,,0,0,0,5,5,0,,,27.508
03,,AUTOMOBILES CITROEN,CITROEN,¡,S,¡,¡,01,27/10/2014,27/10/2014,0,3,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1205,1769,1280,1769,1598,"11,64","88,00",0,,0,000000,M,DISTINTIVO C,EURO 5,"132,000",AF,2540,1472,1468,5,5,0,132.0,132.0,132.0
03,03066,"HONDA MOTOR CO., LTD.",HONDA,¡,¡,¡,¡,48,14/03/2019,14/03/2019,0,1,N,PERSONA FISICA,1,50,MOTOCICLETAS,L3E,04,00,B00,N,230,443,230,443,998,"6,65","70,00",0,,0,000000,M,DISTINTIVO C,EURO 4,"109,000",,1575,0,0,2,2,0,109.0,109.0,109.0
03,03047,FORD-WERKE GMBH,FORD,FOCUS,DEH,¡,¡,01,09/01/2019,09/01/2019,0,3,N,PERSONA FISICA,1,40,TURISMOS,M1,10,02,B00,N,1349,1925,1430,1925,999,"7,82","92,00",0,,0,000000,M,DISTINTIVO C,EURO 6AG,"108,000",AC,2700,1571,1566,5,5,0,108.0,108.0,108.0
03,03047,,FORD,FOCUS,,,,18,28/05/2004,28/05/2004,0,3,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1167,1695,0,0,1753,"12,30","0,00",1,,0,,,SIN DISTINTIVO,EURO 3,,,0,0,0,5,5,0,,,20.918
03,,"AUTOMOBILE DACIA, S.A.",DACIA,JOGGER,DJF,RES,MT6UA4JM70V0,01,25/06/2024,25/06/2024,0,3,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1252,1889,1327,1889,999,"7,82","67,00",6,,0,000000,B,ECO,EURO 6AP,"119,000",AC,2898,1520,1520,7,7,0,119.0,119.0,119.0
03,03005,,VOLKSWAGEN,GOLF 1.9,,,,36,29/08/2005,29/08/2005,0,3,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,,1287,1890,0,0,1896,"12,89","0,00",1,,0,,,DISTINTIVO B,EURO 4,,,0,0,0,5,5,0,,,33.743
03,03066,,OPEL,VECTRA B,,,,01,25/10/2001,25/10/2001,0,3,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,,1270,1830,0,0,1796,"12,47","0,00",0,,0,,,DISTINTIVO B,EURO 3,,,0,0,0,5,5,0,,,30.627
03,03066,KIA MOTORS CORPORATION,KIA,RIO,YB,B5P81,M57AZ1,01,20/12/2022,20/12/2022,0,1,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1045,1570,1120,1570,1197,"9,79","61,80",0,,0,000000,M,DISTINTIVO C,EURO 6AP,"122,000",AB,2580,1512,1518,5,5,0,122.0,122.0,122.0
03,03066,-,OPEL,¡,U,¡,¡,01,27/05/2022,27/05/2022,0,0,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1090,1620,1165,1620,1199,"8,73","74,00",0,,0,000000,M,DISTINTIVO C,EURO 6AP,"116,000",AB,2540,1500,1500,5,5,0,116.0,116.0,116.0
